"Year","Age_category","SA2.name","Gender","Population_Count","CO2_generated_ML_yr","CO2_generated_tonnes_yr"
2016,"Child","Southbank","M",272,29.1644928,57.745695744
2016,"Child","Kensington","M",652,69.9090048,138.419829504
2015,"Child","Melbourne (Remainder)","M",0,0,0
2017,"Child","South Yarra","F",204,20.2650336,40.124766528
2016,"Child","Southbank","F",267,26.5233528,52.516238544
2016,"Child","Kensington","F",655,65.066652,128.83197096
2015,"Child","Melbourne (Remainder)","F",0,0,0
2017,"Child","South Yarra","A",406,41.9318424,83.025047952
2016,"Child","Southbank","A",539,55.6681356,110.222908488
2016,"Child","Kensington","A",1307,134.9874828,267.275215944
2015,"Child","Melbourne (Remainder)","A",0,0,0
2017,"Child","West Melbourne (Industrial)","M",0,0,0
2016,"Child","West Melbourne (Residential)","M",159,17.0483616,33.755755968
2016,"Child","Parkville","M",203,21.7661472,43.096971456
2015,"Child","Southbank","M",160,17.155584,33.96805632
2017,"Child","West Melbourne (Industrial)","F",0,0,0
2016,"Child","West Melbourne (Residential)","F",168,16.6888512,33.043925376
2016,"Child","Parkville","F",196,19.4703264,38.551246272
2015,"Child","Southbank","F",156,15.4967904,30.683644992
2017,"Child","West Melbourne (Industrial)","A",0,0,0
2016,"Child","West Melbourne (Residential)","A",327,33.7726908,66.869927784
2016,"Child","Parkville","A",399,41.2088796,81.593581608
2015,"Child","Southbank","A",316,32.6366064,64.620480672
2017,"Child","Melbourne (CBD)","M",212,22.7311488,45.007674624
2016,"Child","Port Melbourne","M",901,96.6073824,191.282617152
2016,"Child","South Yarra","M",181,19.4072544,38.426363712
2015,"Child","Southbank","M",262,28.0922688,55.622692224
2017,"Child","Melbourne (CBD)","F",212,21.0597408,41.698286784
2016,"Child","Port Melbourne","F",871,86.5237464,171.317017872
2016,"Child","South Yarra","F",183,18.1789272,35.994275856
2015,"Child","Southbank","F",243,24.1392312,47.795677776
2017,"Child","Melbourne (CBD)","A",424,43.7908896,86.705961408
2016,"Child","Port Melbourne","A",1772,183.0128688,362.365480224
2016,"Child","South Yarra","A",364,37.5940656,74.436249888
2015,"Child","Southbank","A",505,52.156602,103.27007196
2017,"Child","Melbourne (CBD)","M",188,20.1578112,39.912466176
2016,"Child","Port Melbourne","M",1,0.1072224,0.212300352
2016,"Child","West Melbourne (Industrial)","M",0,0,0
2015,"Child","West Melbourne (Residential)","M",130,13.938912,27.59904576
2017,"Child","Melbourne (CBD)","F",202,20.0663568,39.731386464
2016,"Child","Port Melbourne","F",4,0.3973536,0.786760128
2016,"Child","West Melbourne (Industrial)","F",0,0,0
2015,"Child","West Melbourne (Residential)","F",157,15.5961288,30.880335024
2017,"Child","Melbourne (CBD)","A",390,40.279356,79.75312488
2016,"Child","Port Melbourne","A",5,0.516402,1.02247596
2016,"Child","West Melbourne (Industrial)","A",0,0,0
2015,"Child","West Melbourne (Residential)","A",287,29.6414748,58.690120104
2017,"Child","Melbourne (CBD)","M",282,30.2367168,59.868699264
2017,"Child","Carlton","M",470,50.394528,99.78116544
2016,"Child","Melbourne (CBD)","M",194,20.8011456,41.186268288
2015,"Child","Port Melbourne","M",903,96.8218272,191.707217856
2017,"Child","Melbourne (CBD)","F",245,24.337908,48.18905784
2017,"Child","Carlton","F",420,41.722128,82.60981344
2016,"Child","Melbourne (CBD)","F",204,20.2650336,40.124766528
2015,"Child","Port Melbourne","F",848,84.2389632,166.793147136
2017,"Child","Melbourne (CBD)","A",527,54.4287708,107.768966184
2017,"Child","Carlton","A",890,91.919556,182.00072088
2016,"Child","Melbourne (CBD)","A",398,41.1055992,81.389086416
2015,"Child","Port Melbourne","A",1751,180.8439804,358.071081192
2017,"Child","North Melbourne","M",690,73.983456,146.48724288
2017,"Child","Docklands","M",480,51.466752,101.90416896
2016,"Child","Melbourne (CBD)","M",167,17.9061408,35.454158784
2015,"Child","Port Melbourne","M",1,0.1072224,0.212300352
2017,"Child","North Melbourne","F",671,66.6560664,131.979011472
2017,"Child","Docklands","F",440,43.708896,86.54361408
2016,"Child","Melbourne (CBD)","F",179,17.7815736,35.207515728
2015,"Child","Port Melbourne","F",0,0,0
2017,"Child","North Melbourne","A",1361,140.5646244,278.317956312
2017,"Child","Docklands","A",920,95.017968,188.13557664
2016,"Child","Melbourne (CBD)","A",346,35.7350184,70.755336432
2015,"Child","Port Melbourne","A",1,0.1032804,0.204495192
2017,"Child","Melbourne (Remainder)","M",0,0,0
2017,"Child","East Melbourne","M",145,15.547248,30.78355104
2016,"Child","Melbourne (CBD)","M",225,24.12504,47.7675792
2016,"Child","Carlton","M",452,48.4645248,95.959759104
2017,"Child","Melbourne (Remainder)","F",0,0,0
2017,"Child","East Melbourne","F",174,17.2848816,34.224065568
2016,"Child","Melbourne (CBD)","F",195,19.370988,38.35455624
2016,"Child","Carlton","F",423,42.0201432,83.199883536
2017,"Child","Melbourne (Remainder)","A",0,0,0
2017,"Child","East Melbourne","A",319,32.9464476,65.233966248
2016,"Child","Melbourne (CBD)","A",420,43.377768,85.88798064
2016,"Child","Carlton","A",875,90.37035,178.933293
2017,"Child","Southbank","M",193,20.6939232,40.973967936
2019,"Child","West Melbourne (Industrial)","F",0,0,0
2018,"Child","West Melbourne (Residential)","F",192,19.0729728,37.764486144
2018,"Child","Parkville","F",239,23.7418776,47.008917648
2017,"Child","Southbank","F",211,20.9604024,41.501596752
2019,"Child","West Melbourne (Industrial)","A",0,0,0
2018,"Child","West Melbourne (Residential)","A",371,38.3170284,75.867716232
2018,"Child","Parkville","A",462,47.7155448,94.476778704
2017,"Child","Southbank","A",404,41.7252816,82.616057568
2019,"Child","Melbourne (CBD)","M",227,24.3394848,48.192179904
2018,"Child","Port Melbourne","M",931,99.8240544,197.651627712
2018,"Child","South Yarra","M",207,22.1950368,43.946172864
2017,"Child","Southbank","M",338,36.2411712,71.757518976
2019,"Child","Melbourne (CBD)","F",218,21.6557712,42.878426976
2018,"Child","Port Melbourne","F",957,95.0668488,188.232360624
2018,"Child","South Yarra","F",214,21.2584176,42.091666848
2017,"Child","Southbank","F",315,31.291596,61.95736008
2019,"Child","Melbourne (CBD)","A",445,45.959778,91.00036044
2018,"Child","Port Melbourne","A",1888,194.9933952,386.086922496
2018,"Child","South Yarra","A",421,43.4810484,86.092475832
2017,"Child","Southbank","A",653,67.4421012,133.535360376
2019,"Child","Melbourne (CBD)","M",207,22.1950368,43.946172864
2018,"Child","Port Melbourne","M",25,2.68056,5.3075088
2018,"Child","West Melbourne (Industrial)","M",0,0,0
2017,"Child","West Melbourne (Residential)","M",170,18.227808,36.09105984
2019,"Child","Melbourne (CBD)","F",222,22.0531248,43.665187104
2018,"Child","Port Melbourne","F",22,2.1854448,4.327180704
2018,"Child","West Melbourne (Industrial)","F",0,0,0
2017,"Child","West Melbourne (Residential)","F",185,18.377604,36.38765592
2019,"Child","Melbourne (CBD)","A",429,44.3072916,87.728437368
2018,"Child","Port Melbourne","A",47,4.8541788,9.611274024
2018,"Child","West Melbourne (Industrial)","A",0,0,0
2017,"Child","West Melbourne (Residential)","A",355,36.664542,72.59579316
2019,"Child","Melbourne (CBD)","M",313,33.5606112,66.450010176
2019,"Child","Carlton","M",450,48.25008,95.5351584
2018,"Child","Melbourne (CBD)","M",223,23.9105952,47.342978496
2017,"Child","Port Melbourne","M",927,99.3951648,196.802426304
2019,"Child","Melbourne (CBD)","F",267,26.5233528,52.516238544
2019,"Child","Carlton","F",412,40.9274208,81.036293184
2018,"Child","Melbourne (CBD)","F",215,21.357756,42.28835688
2017,"Child","Port Melbourne","F",927,92.0866968,182.331659664
2019,"Child","Melbourne (CBD)","A",580,59.902632,118.60721136
2019,"Child","Carlton","A",862,89.0277048,176.274855504
2018,"Child","Melbourne (CBD)","A",438,45.2368152,89.568894096
2017,"Child","Port Melbourne","A",1854,191.4818616,379.134085968
2019,"Child","North Melbourne","M",820,87.922368,174.08628864
2019,"Child","Docklands","M",573,61.4384352,121.648101696
2018,"Child","Melbourne (CBD)","M",197,21.1228128,41.823169344
2017,"Child","Port Melbourne","M",12,1.2866688,2.547604224
2019,"Child","North Melbourne","F",865,85.927716,170.13687768
2019,"Child","Docklands","F",529,52.5500136,104.049026928
2018,"Child","Melbourne (CBD)","F",216,21.4570944,42.485046912
2017,"Child","Port Melbourne","F",10,0.993384,1.96690032
2019,"Child","North Melbourne","A",1685,174.027474,344.57439852
2019,"Child","Docklands","A",1102,113.8150008,225.353701584
2018,"Child","Melbourne (CBD)","A",413,42.6548052,84.456514296
2017,"Child","Port Melbourne","A",22,2.2721688,4.498894224
2019,"Child","Melbourne (Remainder)","M",0,0,0
2019,"Child","East Melbourne","M",144,15.4400256,30.571250688
2018,"Child","Melbourne (CBD)","M",307,32.9172768,65.176208064
2018,"Child","Carlton","M",466,49.9656384,98.931964032
2019,"Child","Melbourne (Remainder)","F",0,0,0
2019,"Child","East Melbourne","F",177,17.5828968,34.814135664
2018,"Child","Melbourne (CBD)","F",270,26.821368,53.10630864
2018,"Child","Carlton","F",418,41.5234512,82.216433376
2019,"Child","Melbourne (Remainder)","A",0,0,0
2019,"Child","East Melbourne","A",321,33.1530084,65.642956632
2018,"Child","Melbourne (CBD)","A",577,59.5927908,117.993725784
2018,"Child","Carlton","A",884,91.2998736,180.773749728
2019,"Child","Southbank","M",222,23.8033728,47.130678144
2019,"Child","Melbourne (Remainder)","M",8,0.8577792,1.698402816
2018,"Child","North Melbourne","M",765,82.025136,162.40976928
2018,"Child","Docklands","M",537,57.5784288,114.005289024
2019,"Child","Southbank","F",238,23.6425392,46.812227616
2019,"Child","Melbourne (Remainder)","F",2,0.1986768,0.393380064
2018,"Child","North Melbourne","F",784,77.8813056,154.204985088
2018,"Child","Docklands","F",498,49.4705232,97.951635936
2019,"Child","Southbank","A",460,47.508984,94.06778832
2019,"Child","Melbourne (Remainder)","A",10,1.032804,2.04495192
2018,"Child","North Melbourne","A",1549,159.9813396,316.763052408
2018,"Child","Docklands","A",1035,106.895214,211.65252372
2019,"Child","Southbank","M",415,44.497296,88.10464608
2019,"Child","Kensington","M",639,68.5151136,135.659924928
2018,"Child","Melbourne (Remainder)","M",0,0,0
2018,"Child","East Melbourne","M",145,15.547248,30.78355104
2019,"Child","Southbank","F",370,36.755208,72.77531184
2019,"Child","Kensington","F",661,65.6626824,130.012111152
2018,"Child","Melbourne (Remainder)","F",0,0,0
2018,"Child","East Melbourne","F",176,17.4835584,34.617445632
2019,"Child","Southbank","A",785,81.075114,160.52872572
2019,"Child","Kensington","A",1300,134.26452,265.8437496
2018,"Child","Melbourne (Remainder)","A",0,0,0
2018,"Child","East Melbourne","A",321,33.1530084,65.642956632
2019,"Child","West Melbourne (Residential)","M",187,20.0505888,39.700165824
2019,"Child","Parkville","M",226,24.2322624,47.979879552
2018,"Child","Southbank","M",207,22.1950368,43.946172864
2018,"Child","Melbourne (Remainder)","M",9,0.9650016,1.910703168
2019,"Child","West Melbourne (Residential)","F",199,19.7683416,39.141316368
2019,"Child","Parkville","F",233,23.1458472,45.828777456
2018,"Child","Southbank","F",223,22.1524632,43.861877136
2018,"Child","Melbourne (Remainder)","F",3,0.2980152,0.590070096
2019,"Child","West Melbourne (Residential)","A",386,39.8662344,78.935144112
2019,"Child","Parkville","A",459,47.4057036,93.863293128
2018,"Child","Southbank","A",430,44.410572,87.93293256
2018,"Child","Melbourne (Remainder)","A",12,1.2393648,2.453942304
2019,"Child","Port Melbourne","M",910,97.572384,193.19332032
2019,"Child","South Yarra","M",214,22.9455936,45.432275328
2018,"Child","Southbank","M",390,41.816736,82.79713728
2018,"Child","Kensington","M",642,68.8367808,136.296825984
2019,"Child","Port Melbourne","F",966,95.9608944,190.002570912
2019,"Child","South Yarra","F",208,20.6623872,40.911526656
2018,"Child","Southbank","F",358,35.5631472,70.415031456
2018,"Child","Kensington","F",658,65.3646672,129.422041056
2019,"Child","Port Melbourne","A",1876,193.7540304,383.632980192
2019,"Child","South Yarra","A",422,43.5843288,86.296971024
2018,"Child","Southbank","A",748,77.2537392,152.962403616
2018,"Child","Kensington","A",1300,134.26452,265.8437496
2019,"Child","Port Melbourne","M",45,4.825008,9.55351584
2019,"Child","West Melbourne (Industrial)","M",0,0,0
2018,"Child","West Melbourne (Residential)","M",179,19.1928096,38.001763008
2018,"Child","Parkville","M",223,23.9105952,47.342978496
2019,"Child","Port Melbourne","F",36,3.5761824,7.080841152
2021,"Child","North Melbourne","A",1179,121.7675916,241.099831368
2021,"Child","Docklands","A",1088,112.3690752,222.490768896
2020,"Child","Melbourne (CBD)","A",410,42.344964,83.84302872
2019,"Child","Port Melbourne","A",81,8.3657124,16.564110552
2021,"Child","Melbourne (Remainder)","M",0,0,0
2021,"Child","East Melbourne","M",104,11.1511296,22.079236608
2020,"Child","Melbourne (CBD)","M",294,31.5233856,62.416303488
2020,"Child","Carlton","M",427,45.7839648,90.652250304
2021,"Child","Melbourne (Remainder)","F",0,0,0
2021,"Child","East Melbourne","F",111,11.0265624,21.832593552
2020,"Child","Melbourne (CBD)","F",259,25.7286456,50.942718288
2020,"Child","Carlton","F",390,38.741976,76.70911248
2021,"Child","Melbourne (Remainder)","A",0,0,0
2021,"Child","East Melbourne","A",215,22.205286,43.96646628
2020,"Child","Melbourne (CBD)","A",553,57.1140612,113.085841176
2020,"Child","Carlton","A",817,84.3800868,167.072571864
2021,"Child","Southbank","M",197,21.1228128,41.823169344
2021,"Child","Melbourne (Remainder)","M",0,0,0
2020,"Child","North Melbourne","M",811,86.9573664,172.175585472
2020,"Child","Docklands","M",578,61.9745472,122.709603456
2021,"Child","Southbank","F",200,19.86768,39.3380064
2021,"Child","Melbourne (Remainder)","F",1,0.0993384,0.196690032
2020,"Child","North Melbourne","F",896,89.0072064,176.234268672
2020,"Child","Docklands","F",539,53.5433976,106.015927248
2021,"Child","Southbank","A",397,41.0023188,81.184591224
2021,"Child","Melbourne (Remainder)","A",1,0.1032804,0.204495192
2020,"Child","North Melbourne","A",1707,176.2996428,349.073292744
2020,"Child","Docklands","A",1117,115.3642068,228.421129464
2021,"Child","Southbank","M",380,40.744512,80.67413376
2021,"Child","Kensington","M",580,62.188992,123.13420416
2020,"Child","Melbourne (Remainder)","M",0,0,0
2020,"Child","East Melbourne","M",132,14.1533568,28.023646464
2021,"Child","Southbank","F",344,34.1724096,67.661371008
2021,"Child","Kensington","F",584,58.0136256,114.866978688
2020,"Child","Melbourne (Remainder)","F",0,0,0
2020,"Child","East Melbourne","F",161,15.9934824,31.667095152
2021,"Child","Southbank","A",724,74.7750096,148.054519008
2021,"Child","Kensington","A",1164,120.2183856,238.032403488
2020,"Child","Melbourne (Remainder)","A",0,0,0
2020,"Child","East Melbourne","A",293,30.2611572,59.917091256
2021,"Child","West Melbourne (Residential)","M",213,22.8383712,45.219974976
2021,"Child","Parkville","M",191,20.4794784,40.549367232
2020,"Child","Southbank","M",217,23.2672608,46.069176384
2020,"Child","Melbourne (Remainder)","M",5,0.536112,1.06150176
2021,"Child","West Melbourne (Residential)","F",202,20.0663568,39.731386464
2021,"Child","Parkville","F",170,16.887528,33.43730544
2020,"Child","Southbank","F",229,22.7484936,45.042017328
2020,"Child","Melbourne (Remainder)","F",1,0.0993384,0.196690032
2021,"Child","West Melbourne (Residential)","A",415,42.861366,84.86550468
2021,"Child","Parkville","A",361,37.2842244,73.822764312
2020,"Child","Southbank","A",446,46.0630584,91.204855632
2020,"Child","Melbourne (Remainder)","A",6,0.6196824,1.226971152
2021,"Child","Port Melbourne","M",781,83.7406944,165.806574912
2021,"Child","South Yarra","M",209,22.4094816,44.370773568
2020,"Child","Southbank","M",422,45.2478528,89.590748544
2020,"Child","Kensington","M",617,66.1562208,130.989317184
2021,"Child","Port Melbourne","F",836,83.0469024,164.432866752
2021,"Child","South Yarra","F",192,19.0729728,37.764486144
2020,"Child","Southbank","F",373,37.0532232,73.365381936
2020,"Child","Kensington","F",645,64.073268,126.86507064
2021,"Child","Port Melbourne","A",1617,167.0044068,330.668725464
2021,"Child","South Yarra","A",401,41.4154404,82.002571992
2020,"Child","Southbank","A",795,82.107918,162.57367764
2020,"Child","Kensington","A",1262,130.3398648,258.072932304
2021,"Child","Port Melbourne","M",66,7.0766784,14.011823232
2021,"Child","West Melbourne (Industrial)","M",0,0,0
2020,"Child","West Melbourne (Residential)","M",197,21.1228128,41.823169344
2020,"Child","Parkville","M",210,22.516704,44.58307392
2021,"Child","Port Melbourne","F",61,6.0596424,11.998091952
2021,"Child","West Melbourne (Industrial)","F",0,0,0
2020,"Child","West Melbourne (Residential)","F",210,20.861064,41.30490672
2020,"Child","Parkville","F",215,21.357756,42.28835688
2021,"Child","Port Melbourne","A",127,13.1166108,25.970889384
2021,"Child","West Melbourne (Industrial)","A",0,0,0
2020,"Child","West Melbourne (Residential)","A",407,42.0351228,83.229543144
2020,"Child","Parkville","A",425,43.89417,86.9104566
2021,"Child","Melbourne (CBD)","M",172,18.4422528,36.515660544
2021,"Child","Melbourne (CBD)","M",187,20.0505888,39.700165824
2020,"Child","Port Melbourne","M",864,92.6401536,183.427504128
2020,"Child","South Yarra","M",213,22.8383712,45.219974976
2021,"Child","Melbourne (CBD)","F",185,18.377604,36.38765592
2021,"Child","Melbourne (CBD)","F",174,17.2848816,34.224065568
2020,"Child","Port Melbourne","F",943,93.6761112,185.478700176
2020,"Child","South Yarra","F",200,19.86768,39.3380064
2021,"Child","Melbourne (CBD)","A",357,36.8711028,73.004783544
2021,"Child","Melbourne (CBD)","A",361,37.2842244,73.822764312
2020,"Child","Port Melbourne","A",1807,186.6276828,369.522811944
2020,"Child","South Yarra","A",413,42.6548052,84.456514296
2021,"Child","Melbourne (CBD)","M",227,24.3394848,48.192179904
2021,"Child","Carlton","M",331,35.4906144,70.271416512
2020,"Child","Port Melbourne","M",64,6.8622336,13.587222528
2020,"Child","West Melbourne (Industrial)","M",0,0,0
2021,"Child","Melbourne (CBD)","F",214,21.2584176,42.091666848
2021,"Child","Carlton","F",304,30.1988736,59.793769728
2020,"Child","Port Melbourne","F",52,5.1655968,10.227881664
2020,"Child","West Melbourne (Industrial)","F",0,0,0
2021,"Child","Melbourne (CBD)","A",441,45.5466564,90.182379672
2021,"Child","Carlton","A",635,65.583054,129.85444692
2020,"Child","Port Melbourne","A",116,11.9805264,23.721442272
2020,"Child","West Melbourne (Industrial)","A",0,0,0
2021,"Child","North Melbourne","M",600,64.33344,127.3802112
2021,"Child","Docklands","M",574,61.5456576,121.860402048
2020,"Child","Melbourne (CBD)","M",194,20.8011456,41.186268288
2020,"Child","Melbourne (CBD)","M",220,23.588928,46.70607744
2021,"Child","North Melbourne","F",579,57.5169336,113.883528528
2021,"Child","Docklands","F",514,51.0599376,101.098676448
2020,"Child","Melbourne (CBD)","F",216,21.4570944,42.485046912
2020,"Child","Melbourne (CBD)","F",216,21.4570944,42.485046912
2020,"Child","Melbourne (CBD)","A",436,45.0302544,89.159903712
2012,"Old","Melbourne (CBD)","M",151,30.158928,59.71467744
2012,"Old","Melbourne (CBD)","F",118,19.5985728,38.805174144
2012,"Old","Melbourne (CBD)","F",292,48.4981632,96.026363136
2011,"Old","Port Melbourne","F",1514,251.4596544,497.890115712
2011,"Old","South Yarra","F",732,121.5775872,240.723622656
2012,"Old","Melbourne (CBD)","A",269,49.2024672,97.420885056
2012,"Old","Melbourne (CBD)","A",658,120.3539904,238.300900992
2011,"Old","Port Melbourne","A",2826,516.9002688,1023.462532224
2011,"Old","South Yarra","A",1369,250.4021472,495.796251456
2012,"Old","Melbourne (CBD)","M",155,30.95784,61.2965232
2012,"Old","Carlton","M",599,119.637072,236.88140256
2011,"Old","Port Melbourne","M",8,1.597824,3.16369152
2011,"Old","West Melbourne (Industrial)","M",0,0,0
2012,"Old","Melbourne (CBD)","F",148,24.5812608,48.670896384
2012,"Old","Carlton","F",606,100.6502976,199.287589248
2011,"Old","Port Melbourne","F",5,0.830448,1.64428704
2011,"Old","West Melbourne (Industrial)","F",0,0,0
2012,"Old","Melbourne (CBD)","A",303,55.4213664,109.734305472
2012,"Old","Carlton","A",1205,220.405104,436.40210592
2011,"Old","Port Melbourne","A",13,2.3778144,4.708072512
2011,"Old","West Melbourne (Industrial)","A",0,0,0
2012,"Old","North Melbourne","M",669,133.618032,264.56370336
2012,"Old","Docklands","M",350,69.9048,138.411504
2011,"Old","Melbourne (CBD)","M",133,26.563824,52.59637152
2011,"Old","Melbourne (CBD)","M",335,66.90888,132.4795824
2012,"Old","North Melbourne","F",704,116.9270784,231.515615232
2012,"Old","Docklands","F",265,44.013744,87.14721312
2011,"Old","Melbourne (CBD)","F",91,15.1141536,29.926024128
2011,"Old","Melbourne (CBD)","F",283,47.0033568,93.066646464
2012,"Old","North Melbourne","A",1373,251.1337824,497.244889152
2012,"Old","Docklands","A",615,112.488912,222.72804576
2011,"Old","Melbourne (CBD)","A",224,40.9715712,81.123710976
2011,"Old","Melbourne (CBD)","A",618,113.0376384,223.814524032
2012,"Old","Melbourne (Remainder)","M",0,0,0
2012,"Old","East Melbourne","M",503,100.463184,198.91710432
2011,"Old","Melbourne (CBD)","M",150,29.9592,59.319216
2011,"Old","Carlton","M",576,115.043328,227.78578944
2012,"Old","Melbourne (Remainder)","F",0,0,0
2012,"Old","East Melbourne","F",601,99.8198496,197.643302208
2011,"Old","Melbourne (CBD)","F",125,20.7612,41.107176
2011,"Old","Carlton","F",584,96.9963264,192.052726272
2012,"Old","Melbourne (Remainder)","A",0,0,0
2012,"Old","East Melbourne","A",1104,201.9313152,399.824004096
2011,"Old","Melbourne (CBD)","A",275,50.29992,99.5938416
2011,"Old","Carlton","A",1160,212.174208,420.10493184
2012,"Old","Southbank","M",249,49.732272,98.46989856
2012,"Old","Melbourne (Remainder)","M",6,1.198368,2.37276864
2011,"Old","North Melbourne","M",655,130.82184,259.0272432
2011,"Old","Docklands","M",341,68.107248,134.85235104
2012,"Old","Southbank","F",217,36.0414432,71.362057536
2012,"Old","Melbourne (Remainder)","F",0,0,0
2011,"Old","North Melbourne","F",672,111.6122112,220.992178176
2011,"Old","Docklands","F",248,41.1902208,81.556637184
2012,"Old","Southbank","A",466,85.2355008,168.766291584
2012,"Old","Melbourne (Remainder)","A",6,1.0974528,2.172956544
2011,"Old","North Melbourne","A",1327,242.7199776,480.585555648
2011,"Old","Docklands","A",589,107.7332832,213.311900736
2012,"Old","Southbank","M",342,68.306976,135.24781248
2012,"Old","Kensington","M",488,97.467264,192.98518272
2011,"Old","Melbourne (Remainder)","M",0,0,0
2011,"Old","East Melbourne","M",493,98.465904,194.96248992
2012,"Old","Southbank","F",298,49.4947008,97.999507584
2012,"Old","Kensington","F",602,99.9859392,197.972159616
2011,"Old","Melbourne (Remainder)","F",0,0,0
2011,"Old","East Melbourne","F",574,95.3354304,188.764152192
2012,"Old","Southbank","A",640,117.061632,231.78203136
2012,"Old","Kensington","A",1090,199.370592,394.75377216
2011,"Old","Melbourne (Remainder)","A",0,0,0
2011,"Old","East Melbourne","A",1067,195.1636896,386.424105408
2012,"Old","West Melbourne (Residential)","M",144,28.760832,56.94644736
2012,"Old","Parkville","M",425,84.8844,168.071112
2011,"Old","Southbank","M",210,41.94288,83.0469024
2011,"Old","Melbourne (Remainder)","M",3,0.599184,1.18638432
2012,"Old","West Melbourne (Residential)","F",148,24.5812608,48.670896384
2012,"Old","Parkville","F",532,88.3596672,174.952141056
2011,"Old","Southbank","F",191,31.7231136,62.811764928
2011,"Old","Melbourne (Remainder)","F",0,0,0
2012,"Old","West Melbourne (Residential)","A",292,53.4093696,105.750551808
2012,"Old","Parkville","A",957,175.0437216,346.586568768
2011,"Old","Southbank","A",401,73.3464288,145.225929024
2011,"Old","Melbourne (Remainder)","A",3,0.5487264,1.086478272
2012,"Old","Port Melbourne","M",1378,275.225184,544.94586432
2012,"Old","South Yarra","M",647,129.224016,255.86355168
2011,"Old","Southbank","M",324,64.711872,128.12950656
2011,"Old","Kensington","M",464,92.673792,183.49410816
2012,"Old","Port Melbourne","F",1575,261.59112,517.9504176
2012,"Old","South Yarra","F",746,123.9028416,245.327626368
2011,"Old","Southbank","F",259,43.0172064,85.174068672
2011,"Old","Kensington","F",572,95.0032512,188.106437376
2012,"Old","Port Melbourne","A",2953,540.1296864,1069.456779072
2012,"Old","South Yarra","A",1393,254.7919584,504.488077632
2011,"Old","Southbank","A",583,106.6358304,211.138944192
2011,"Old","Kensington","A",1036,189.4935168,375.197163264
2012,"Old","Port Melbourne","M",11,2.197008,4.35007584
2012,"Old","West Melbourne (Industrial)","M",0,0,0
2011,"Old","West Melbourne (Residential)","M",134,26.763552,52.99183296
2011,"Old","Parkville","M",409,81.688752,161.74372896
2012,"Old","Port Melbourne","F",4,0.6643584,1.315429632
2012,"Old","West Melbourne (Industrial)","F",0,0,0
2011,"Old","West Melbourne (Residential)","F",149,24.7473504,48.999753792
2011,"Old","Parkville","F",471,78.2282016,154.891839168
2012,"Old","Port Melbourne","A",15,2.743632,5.43239136
2012,"Old","West Melbourne (Industrial)","A",0,0,0
2011,"Old","West Melbourne (Residential)","A",283,51.7631904,102.491116992
2011,"Old","Parkville","A",880,160.959744,318.70029312
2013,"Old","Carlton","M",641,128.025648,253.49078304
2012,"Old","Melbourne (CBD)","M",366,73.100448,144.73888704
2011,"Old","Port Melbourne","M",1312,262.043136,518.84540928
2011,"Old","South Yarra","M",637,127.226736,251.90893728
2013,"Old","Carlton","F",673,111.7783008,221.321035584
2014,"Old","Melbourne (Remainder)","A",0,0,0
2014,"Old","East Melbourne","A",1191,217.8443808,431.331873984
2013,"Old","Melbourne (CBD)","A",371,67.8591648,134.361146304
2013,"Old","Carlton","A",1314,240.3421632,475.877483136
2014,"Old","Southbank","M",327,65.311056,129.31589088
2014,"Old","Melbourne (Remainder)","M",2,0.399456,0.79092288
2013,"Old","North Melbourne","M",708,141.407424,279.98669952
2013,"Old","Docklands","M",400,79.8912,158.184576
2014,"Old","Southbank","F",300,49.82688,98.6572224
2014,"Old","Melbourne (Remainder)","F",0,0,0
2013,"Old","North Melbourne","F",740,122.906304,243.35448192
2013,"Old","Docklands","F",312,51.8199552,102.603511296
2014,"Old","Southbank","A",627,114.6838176,227.073958848
2014,"Old","Melbourne (Remainder)","A",2,0.3658176,0.724318848
2013,"Old","North Melbourne","A",1448,264.8519424,524.406845952
2013,"Old","Docklands","A",712,130.2310656,257.857509888
2014,"Old","Southbank","M",399,79.691472,157.78911456
2014,"Old","Kensington","M",567,113.245776,224.22663648
2013,"Old","Melbourne (Remainder)","M",0,0,0
2013,"Old","East Melbourne","M",530,105.85584,209.5945632
2014,"Old","Southbank","F",384,63.7784064,126.281244672
2014,"Old","Kensington","F",665,110.449584,218.69017632
2013,"Old","Melbourne (Remainder)","F",0,0,0
2013,"Old","East Melbourne","F",620,102.975552,203.89159296
2014,"Old","Southbank","A",783,143.2175904,283.570828992
2014,"Old","Kensington","A",1232,225.3436416,446.180410368
2013,"Old","Melbourne (Remainder)","A",0,0,0
2013,"Old","East Melbourne","A",1150,210.34512,416.4833376
2014,"Old","West Melbourne (Residential)","M",164,32.755392,64.85567616
2014,"Old","Parkville","M",464,92.673792,183.49410816
2013,"Old","Southbank","M",283,56.523024,111.91558752
2013,"Old","Melbourne (Remainder)","M",5,0.99864,1.9773072
2014,"Old","West Melbourne (Residential)","F",157,26.0760672,51.630613056
2014,"Old","Parkville","F",640,106.297344,210.46874112
2013,"Old","Southbank","F",279,46.3389984,91.751216832
2013,"Old","Melbourne (Remainder)","F",0,0,0
2014,"Old","West Melbourne (Residential)","A",321,58.7137248,116.253175104
2014,"Old","Parkville","A",1104,201.9313152,399.824004096
2013,"Old","Southbank","A",562,102.7947456,203.533596288
2013,"Old","Melbourne (Remainder)","A",5,0.914544,1.81079712
